time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2023-06-06 09:30:00-04:00,MLTrader,d52bbb3dd8f54eb29ff17acfffcb95b6,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-06-06 09:30:00-04:00,MLTrader,d52bbb3dd8f54eb29ff17acfffcb95b6,SPY,buy,market,fill,1,gtc,0.0,1,stock,426.6700134277344,117.0,0.0
2023-06-12 09:30:00-04:00,MLTrader,7c2d267c9cf74daa9fd492c5a457abe9,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-06-12 09:30:00-04:00,MLTrader,544fa21bc2f04ee8a9e8155d6a6ecaaf,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2023-06-12 09:30:00-04:00,MLTrader,217acd8cf8fa4f1fa1ab9f3bb813b930,SPY,sell,market,new,1,day,0.0,1,stock,,,
2023-06-12 09:30:00-04:00,MLTrader,3207ba23e5b748678cec886f89ce4687,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-06-12 09:30:00-04:00,MLTrader,217acd8cf8fa4f1fa1ab9f3bb813b930,SPY,sell,market,fill,1,day,0.0,1,stock,430.9200134277344,117.0,0.0
2023-06-12 09:30:00-04:00,MLTrader,3207ba23e5b748678cec886f89ce4687,SPY,sell,market,fill,1,gtc,0.0,1,stock,430.9200134277344,58.0,0.0
2023-06-29 09:30:00-04:00,MLTrader,8daa8ce6600944cda72d0dd23b11d9e1,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-06-29 09:30:00-04:00,MLTrader,8daa8ce6600944cda72d0dd23b11d9e1,SPY,sell,market,fill,1,gtc,0.0,1,stock,435.9599914550781,144.0,0.0
2023-07-18 09:30:00-04:00,MLTrader,17015859151c43c29881ac469dd311e1,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-07-18 09:30:00-04:00,MLTrader,e004a454271f49e38cf975eed19e1875,SPY,buy,stop,fill,1,day,0.0,1,stock,452.46601409912114,58.0,0.0
2023-07-27 09:30:00-04:00,MLTrader,af65950d56984d4bbec63837e7c5de5a,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-07-27 09:30:00-04:00,MLTrader,52693792eec441c79b4d415775fb7e22,SPY,buy,stop,fill,1,day,0.0,1,stock,459.0199890136719,144.0,0.0
2023-08-01 09:30:00-04:00,MLTrader,e9e4aff0fc974afbb567b9004585ac46,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-08-01 09:30:00-04:00,MLTrader,e9e4aff0fc974afbb567b9004585ac46,SPY,sell,market,fill,1,gtc,0.0,1,stock,456.2699890136719,105.0,0.0
2023-08-11 09:30:00-04:00,MLTrader,6b026e777b9c486eb551dc792aa16271,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-08-11 09:30:00-04:00,MLTrader,6b026e777b9c486eb551dc792aa16271,SPY,sell,market,fill,1,gtc,0.0,1,stock,443.9700012207031,162.0,0.0
2023-08-21 09:30:00-04:00,MLTrader,bfb7360c552945e08b9ecff9c0f90059,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-08-21 09:30:00-04:00,MLTrader,bfb7360c552945e08b9ecff9c0f90059,SPY,sell,market,fill,1,gtc,0.0,1,stock,437.54998779296875,246.0,0.0
2023-09-08 09:30:00-04:00,MLTrader,bd481984eeb24cad9f6ad6e3851a1071,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-09-08 09:30:00-04:00,MLTrader,bd481984eeb24cad9f6ad6e3851a1071,SPY,sell,market,fill,1,gtc,0.0,1,stock,444.8999938964844,363.0,0.0
2023-11-02 09:30:00-04:00,MLTrader,147d7c2089c142e19191cc94ff184736,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-11-02 09:30:00-04:00,MLTrader,147d7c2089c142e19191cc94ff184736,SPY,sell,market,fill,1,gtc,0.0,1,stock,426.5799865722656,567.0,0.0
2023-11-13 09:30:00-05:00,MLTrader,e5d31e76fab7472b8ca921dbf564ebc5,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-11-13 09:30:00-05:00,MLTrader,e5d31e76fab7472b8ca921dbf564ebc5,SPY,sell,market,fill,1,gtc,0.0,1,stock,439.2300109863281,826.0,0.0
2023-11-14 09:30:00-05:00,MLTrader,551bc9412c994315855e9b7ded77ecc1,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-14 09:30:00-05:00,MLTrader,a1f931fff9d64f5e9ae011af70f0ce4b,SPY,buy,stop,fill,1,day,0.0,1,stock,447.9089859008789,567.0,0.0
2023-11-16 09:30:00-05:00,MLTrader,9573ce993caa43b9b491c3df8710304a,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,a6f3329e77454abbaed1e29a9f9afefb,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,7588d743a9094e45a1d337e4c3ed3446,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,dc97b1da74b840d5bac2ce7e7df497f2,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,6230afaab76a424faaf10f8e6db58a9b,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,cb96a279009c47b48ade6e58ab494786,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,a7ee8293689c4a90b2e2d8bd1c033537,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,d4600b2d87e648d190894be3507337f5,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,1d5a6f4cf7ce4dce9a61b49e43e9d085,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,cc0aaa820ade42dd8b1c4cac6abd3594,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,4c08c80b4f0c4946bc1f9b1e9ba35f0b,SPY,buy,market,new,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,c52d1ec42126477988540d7cec224abc,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,4c08c80b4f0c4946bc1f9b1e9ba35f0b,SPY,buy,market,fill,1,day,0.0,1,stock,449.2200012207031,1702.0,0.0
