time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2023-09-08 09:30:00-04:00,MLTrader,4ebaa6488a4f4cd5916f88b3e215f2bd,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-09-08 09:30:00-04:00,MLTrader,4ebaa6488a4f4cd5916f88b3e215f2bd,SPY,sell,market,fill,1,gtc,0.0,1,stock,444.8999938964844,112.0,0.0
2023-11-02 09:30:00-04:00,MLTrader,9d28f0cb781148aca2ae3f777f5428bc,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-11-02 09:30:00-04:00,MLTrader,9d28f0cb781148aca2ae3f777f5428bc,SPY,sell,market,fill,1,gtc,0.0,1,stock,426.5799865722656,175.0,0.0
2023-11-13 09:30:00-05:00,MLTrader,4f1894f493fa43aa850a8c33aaed2d2a,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-11-13 09:30:00-05:00,MLTrader,4f1894f493fa43aa850a8c33aaed2d2a,SPY,sell,market,fill,1,gtc,0.0,1,stock,439.2300109863281,255.0,0.0
2023-11-14 09:30:00-05:00,MLTrader,1d5984fa89ce40838ddaf26259903c8a,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-14 09:30:00-05:00,MLTrader,612c82b43ab3478e8abf235c8d26c2d5,SPY,buy,stop,fill,1,day,0.0,1,stock,447.9089859008789,175.0,0.0
2023-11-16 09:30:00-05:00,MLTrader,34adcb634ba749db85e1243184992f31,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,49fb7531123c42459348b00d09e2439b,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,72c9f166f65b4ea5b8a657697e450d69,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,afd62578b2c841908938be53d8107fd1,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,da90a907e3f049538a0a39f769e78d09,SPY,buy,market,new,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,913b60744b734dffbca52215c72a3eb1,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,da90a907e3f049538a0a39f769e78d09,SPY,buy,market,fill,1,day,0.0,1,stock,449.2200012207031,367.0,0.0
2023-11-16 09:30:00-05:00,MLTrader,913b60744b734dffbca52215c72a3eb1,SPY,buy,market,fill,1,gtc,0.0,1,stock,449.2200012207031,287.0,0.0
