time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2023-01-19 09:30:00-05:00,MLTrader,106a2cfba04a471d9b4e9bc7d6cbedd5,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-19 09:30:00-05:00,MLTrader,106a2cfba04a471d9b4e9bc7d6cbedd5,SPY,sell,market,fill,1,gtc,0.0,1,stock,389.3599853515625,128.0,0.0
2023-02-01 09:30:00-05:00,MLTrader,cb7ee793778f46358db56a9d89221fa8,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-02-01 09:30:00-05:00,MLTrader,3cc96b5e9bbd4360afe4c849797d8b46,SPY,buy,stop,fill,1,day,0.0,1,stock,408.82798461914064,128.0,0.0
2023-04-10 09:30:00-04:00,MLTrader,e7b44b650935416a8601acff4ed142c3,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-10 09:30:00-04:00,MLTrader,e7b44b650935416a8601acff4ed142c3,SPY,sell,market,fill,1,gtc,0.0,1,stock,410.260009765625,119.0,0.0
2023-06-06 09:30:00-04:00,MLTrader,53b35afee2464050af5aa4c635687b94,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-06-06 09:30:00-04:00,MLTrader,c409717571e2492390d17cdd41bfa0ad,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-06-06 09:30:00-04:00,MLTrader,308484d1d6c24d108d9526dfa63c2c8e,SPY,buy,market,new,1,day,0.0,1,stock,,,
2023-06-06 09:30:00-04:00,MLTrader,bfec6506702544fe852e3c66ff8672ee,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-06-06 09:30:00-04:00,MLTrader,308484d1d6c24d108d9526dfa63c2c8e,SPY,buy,market,fill,1,day,0.0,1,stock,428.44000244140625,119.0,0.0
2023-06-06 09:30:00-04:00,MLTrader,bfec6506702544fe852e3c66ff8672ee,SPY,buy,market,fill,1,gtc,0.0,1,stock,428.44000244140625,171.0,0.0
2023-06-12 09:30:00-04:00,MLTrader,97feb22e53dc4798b61f8091107c3455,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
