time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2023-09-08 09:30:00-04:00,MLTrader,0be0c4b06dac453a90cd5f2a364abca5,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-09-08 09:30:00-04:00,MLTrader,0be0c4b06dac453a90cd5f2a364abca5,SPY,sell,market,fill,1,gtc,0.0,1,stock,444.8999938964844,112.0,0.0
2023-11-02 09:30:00-04:00,MLTrader,a991db13f0664a9f81ce6037c42bced9,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-11-02 09:30:00-04:00,MLTrader,a991db13f0664a9f81ce6037c42bced9,SPY,sell,market,fill,1,gtc,0.0,1,stock,426.5799865722656,175.0,0.0
2023-11-13 09:30:00-05:00,MLTrader,98237a646b094ed59e465d3db738df3c,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-11-13 09:30:00-05:00,MLTrader,98237a646b094ed59e465d3db738df3c,SPY,sell,market,fill,1,gtc,0.0,1,stock,439.2300109863281,255.0,0.0
2023-11-14 09:30:00-05:00,MLTrader,c9556d24f9434a7289320c70a9431150,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-14 09:30:00-05:00,MLTrader,00730efb75474a0ba3e8e83df119b7a3,SPY,buy,stop,fill,1,day,0.0,1,stock,447.9089859008789,175.0,0.0
2023-11-16 09:30:00-05:00,MLTrader,748efc8c457c4e5893961d87f5cea2e6,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,1737788e7dbc4e0e90fc3e1ab377e969,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,b08f0b3dc671440980f162917528714e,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,17166a9988a64cbd94e2dc6d81cbbf8e,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,d3b17b8b26dc4bee92750e475a97cec6,SPY,buy,market,new,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,b203a31ed0f04775a4f51ea519646ebc,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,d3b17b8b26dc4bee92750e475a97cec6,SPY,buy,market,fill,1,day,0.0,1,stock,449.2200012207031,367.0,0.0
2023-11-16 09:30:00-05:00,MLTrader,b203a31ed0f04775a4f51ea519646ebc,SPY,buy,market,fill,1,gtc,0.0,1,stock,449.2200012207031,287.0,0.0
