datetime,portfolio_value,cash,return
2023-07-31 09:30:00-04:00,100000.0,100000.0,
2023-08-01 09:30:00-04:00,100000.0,100000.0,0.0
2023-08-02 09:30:00-04:00,100332.1987915039,150189.6987915039,0.0033219879150390152
2023-08-03 09:30:00-04:00,100905.2978515625,150189.6987915039,0.005712015354607525
2023-08-04 09:30:00-04:00,100610.49865722656,150189.6987915039,-0.002921543274859606
2023-08-05 09:30:00-04:00,100610.49865722656,150189.6987915039,0.0
2023-08-07 09:30:00-04:00,100831.59973144531,150189.6987915039,0.002197594457532981
2023-08-08 09:30:00-04:00,100900.90026855469,150189.6987915039,0.0006872898703773611
2023-08-09 09:30:00-04:00,100796.39892578125,150189.6987915039,-0.001035682957191697
2023-08-10 09:30:00-04:00,100888.79852294922,150189.6987915039,0.0009166954192083576
2023-08-11 09:30:00-04:00,101352.99865722656,150189.6987915039,0.004601106773729269
2023-08-12 09:30:00-04:00,101352.99865722656,225220.62899780273,0.0
